task_id,country,evaluator_id,hire_date,task_date,task_type,accuracy,duration_sec,payment_usd
17953,US,1109,2024-09-20,2025-02-10,Image Labelling,0.966,721,3.73
17954,DE,1036,2025-01-01,2025-03-04,Image Labelling,0.935,922,4.52
17955,BR,1117,2024-09-13,2025-02-11,Receipt Transcription,0.609,627,1.96
17956,IN,1100,2025-02-15,2025-02-16,Business Search,0.956,792,3.52
17957,UK,1141,2024-10-15,2025-03-13,Image Labelling,0.991,45,0.13
17958,BR,1003,2025-02-24,2025-02-28,Business Search,0.973,585,1.64
17959,US,1023,2024-12-23,2025-04-18,Image Labelling,0.918,426,1.59
17960,ZA,1193,2024-12-21,2025-01-27,Receipt Transcription,0.932,233,0.65
17961,UK,1190,2024-10-31,2025-01-27,Receipt Transcription,1.0,745,2.2
17962,US,1064,2025-02-06,2025-04-19,Image Labelling,0.936,474,1.52
17963,DE,1065,2024-08-29,2025-02-17,Receipt Transcription,0.905,68,0.22
17964,DE,1012,2024-11-30,2025-01-27,Receipt Transcription,0.964,95,0.37
17965,IT,1026,2024-11-08,2025-03-07,Receipt Transcription,0.976,293,1.59
17966,IN,1115,2024-11-12,2025-02-13,Image Labelling,0.936,156,0.49
17967,NG,1080,2024-11-24,2025-01-31,Receipt Transcription,0.967,602,1.8
17968,DE,1120,2024-11-18,2025-03-15,Image Labelling,0.983,693,3.01
17969,DE,1108,2025-01-14,2025-02-08,Image Labelling,0.969,225,1.01
17970,US,1144,2024-12-02,2025-04-12,Image Labelling,1.0,30,0.16
17971,US,1068,2024-11-10,2025-02-23,Business Search,0.977,66,0.2
17972,IN,1056,2024-09-30,2025-02-15,Receipt Transcription,0.894,111,0.36
17973,US,1071,2024-11-19,2025-04-03,Receipt Transcription,0.927,40,0.21
17974,IN,1107,2025-01-18,2025-04-13,Receipt Transcription,0.911,207,0.81
17975,IT,1072,2024-11-21,2025-02-04,Receipt Transcription,0.95,129,0.47
17976,US,1017,2024-09-08,2025-02-09,Business Search,0.948,148,0.5
17977,IT,1015,2024-09-27,2025-03-10,Image Labelling,0.983,124,0.48
17978,US,1178,2025-01-05,2025-03-21,Image Labelling,0.97,444,1.58
17979,DE,1095,2024-08-20,2025-02-03,Image Labelling,0.963,190,0.91
17980,IN,1039,2024-09-17,2025-03-01,Business Search,0.955,252,0.95
17981,DE,1038,2025-03-25,2025-04-17,Image Labelling,0.965,460,1.34
17982,US,1055,2025-01-22,2025-04-15,Receipt Transcription,0.943,719,2.99
17983,IN,1116,2024-10-03,2025-02-24,Image Labelling,0.93,119,0.44
17984,US,1053,2025-01-21,2025-02-16,Business Search,0.955,42,0.16
17985,IN,1171,2025-02-05,2025-03-20,Business Search,0.962,423,1.98
17986,DE,1045,2024-10-28,2025-02-04,Image Labelling,0.977,330,1.11
17987,DE,1159,2025-01-27,2025-02-17,Business Search,0.924,1121,3.47
17988,BR,1175,2024-12-13,2025-02-11,Receipt Transcription,0.939,644,2.81
17989,IN,1188,2024-11-14,2025-02-14,Image Labelling,0.97,469,1.62
17990,US,1193,2024-09-26,2025-02-15,Receipt Transcription,0.96,414,2.05
17991,UK,1165,2025-02-24,2025-03-24,Receipt Transcription,0.992,187,0.96
17992,BR,1042,2024-11-02,2025-03-11,Image Labelling,0.975,101,0.54
17993,US,1003,2024-10-26,2025-04-14,Image Labelling,0.902,137,0.43
17994,IT,1004,2025-02-25,2025-04-03,Business Search,0.956,233,0.98
17995,IN,1112,2025-01-31,2025-03-12,Image Labelling,0.942,142,0.7
17996,IN,1057,2024-10-05,2025-02-23,Business Search,0.939,53,0.25
17997,IN,1036,2025-03-18,2025-04-11,Receipt Transcription,0.943,64,0.21
17998,IN,1153,2024-11-11,2025-02-03,Image Labelling,0.97,395,1.37
17999,IN,1008,2025-01-14,2025-03-29,Business Search,0.923,536,2.41
18000,NG,1014,2024-11-06,2025-02-06,Image Labelling,0.966,174,0.52
18001,IN,1087,2024-12-12,2025-03-15,Image Labelling,0.99,57,0.24
18002,DE,1098,2025-01-08,2025-04-18,Image Labelling,0.986,153,0.51
18003,DE,1104,2024-09-23,2025-02-17,Image Labelling,0.943,292,1.2
18004,IN,1153,2024-11-18,2025-02-03,Business Search,0.931,133,0.64
18005,BR,1190,2025-01-19,2025-02-26,Receipt Transcription,0.95,157,0.53
18006,UK,1197,2024-10-21,2025-03-11,Image Labelling,0.966,231,0.76
18007,UK,1104,2024-10-08,2025-04-02,Image Labelling,0.94,157,0.7
18008,BR,1026,2025-01-07,2025-01-29,Business Search,0.974,36,0.14
18009,IT,1181,2024-12-23,2025-02-07,Business Search,0.923,62,0.26
18010,US,1082,2024-09-10,2025-03-04,Business Search,0.991,412,1.39
18011,IN,1158,2024-12-27,2025-02-04,Image Labelling,0.903,753,3.18
18012,ZA,1031,2025-02-06,2025-04-23,Receipt Transcription,0.937,197,0.9
18013,NG,1129,2025-02-26,2025-03-13,Image Labelling,0.986,546,1.73
18014,IN,1017,2025-01-06,2025-03-01,Image Labelling,0.92,467,1.88
18015,UK,1027,2025-03-10,2025-04-25,Business Search,0.989,214,0.73
18016,BR,1070,2024-10-05,2025-03-26,Image Labelling,0.937,568,2.57
18017,IT,1116,2025-02-17,2025-03-14,Business Search,0.921,479,1.46
18018,BR,1099,2024-12-24,2025-02-17,Image Labelling,0.951,35,0.17
18019,UK,1087,2025-02-04,2025-02-18,Image Labelling,0.969,196,0.65
18020,US,1091,2024-10-31,2025-02-28,Image Labelling,0.898,533,1.78
18021,DE,1152,2024-10-09,2025-04-04,Receipt Transcription,0.89,411,1.4
18022,UK,1038,2025-03-14,2025-04-10,Receipt Transcription,0.901,92,0.29
18023,IN,1176,2024-10-24,2025-02-13,Business Search,0.946,51,0.16
18024,ZA,1131,2025-03-14,2025-04-10,Image Labelling,0.968,449,1.88
18025,IN,1051,2025-01-16,2025-02-25,Business Search,0.957,150,0.46
18026,BR,1121,2024-11-09,2025-02-14,Image Labelling,0.953,57,0.21
18027,DE,1067,2024-08-27,2025-02-13,Image Labelling,0.945,233,0.78
18028,IN,1056,2024-12-14,2025-03-09,Image Labelling,0.969,167,0.73
18029,NG,1012,2025-01-15,2025-04-06,Receipt Transcription,0.667,166,0.78
18030,IN,1192,2025-02-23,2025-03-19,Image Labelling,1.0,70,0.24
18031,IT,1062,2024-11-28,2025-03-09,Receipt Transcription,1.0,424,2.35
18032,IN,1070,2024-11-06,2025-01-28,Image Labelling,0.949,351,1.58
18033,IN,1152,2025-01-17,2025-03-18,Receipt Transcription,0.946,354,1.3
18034,UK,1022,2024-11-17,2025-03-28,Receipt Transcription,0.96,102,0.37
18035,NG,1029,2024-12-13,2025-02-04,Business Search,0.973,133,0.69
18036,ZA,1112,2024-11-12,2025-04-23,Image Labelling,0.946,308,1.55
18037,DE,1188,2024-08-31,2025-02-04,Image Labelling,0.961,162,0.9
18038,IN,1134,2025-01-02,2025-03-30,Image Labelling,0.944,268,1.0
18039,IN,1053,2024-10-03,2025-03-15,Business Search,0.971,508,1.83
18040,IN,1108,2024-10-25,2025-04-16,Receipt Transcription,0.925,338,1.34
18041,IT,1144,2025-02-27,2025-03-05,Receipt Transcription,0.979,127,0.5
18042,BR,1096,2024-10-11,2025-03-13,Business Search,0.929,41,0.12
18043,DE,1059,2025-01-04,2025-03-17,Business Search,0.943,34,0.16
18044,US,1065,2024-10-18,2025-04-15,Business Search,0.956,146,0.62
18045,NG,1165,2025-02-06,2025-04-08,Receipt Transcription,0.946,109,0.5
18046,IN,1140,2024-09-25,2025-02-21,Receipt Transcription,0.934,533,1.65
18047,NG,1051,2025-03-14,2025-04-22,Image Labelling,0.937,402,1.31
18048,US,1179,2024-10-19,2025-04-04,Business Search,0.963,237,1.27
18049,US,1031,2024-09-17,2025-01-28,Business Search,0.924,119,0.46
18050,BR,1008,2024-12-23,2025-02-12,Receipt Transcription,0.955,1385,4.39
18051,US,1016,2024-12-12,2025-04-14,Image Labelling,0.96,110,0.33
18052,NG,1125,2025-01-07,2025-03-26,Image Labelling,0.924,390,1.48
18053,NG,1081,2024-09-18,2025-02-19,Business Search,0.919,36,0.16
18054,IN,1039,2025-02-10,2025-02-11,Business Search,0.975,136,0.73
18055,US,1103,2024-11-07,2025-02-09,Image Labelling,0.929,101,0.43
18056,IN,1181,2024-10-25,2025-02-24,Business Search,0.961,357,1.9
18057,BR,1127,2025-02-05,2025-04-17,Image Labelling,0.877,384,1.41
18058,DE,1181,2024-12-04,2025-02-27,Image Labelling,0.977,391,1.85
18059,DE,1155,2025-02-12,2025-03-27,Image Labelling,0.934,283,0.88
18060,DE,1199,2024-11-23,2025-02-06,Business Search,0.947,262,1.22
18061,US,1177,2024-10-01,2025-03-15,Image Labelling,0.994,349,1.85
18062,BR,1017,2024-12-19,2025-02-26,Image Labelling,0.939,420,1.23
18063,BR,1140,2024-08-17,2025-02-10,Receipt Transcription,0.911,890,4.1
18064,ZA,1160,2025-01-15,2025-04-08,Image Labelling,0.967,306,1.6
18065,IT,1142,2024-12-20,2025-04-10,Business Search,0.999,51,0.21
18066,IN,1165,2025-02-23,2025-02-23,Image Labelling,0.984,56,0.3
18067,UK,1005,2025-02-21,2025-03-26,Image Labelling,0.94,352,1.78
18068,IN,1044,2024-12-29,2025-03-03,Image Labelling,0.983,595,1.87
18069,IN,1186,2024-12-03,2025-01-31,Image Labelling,0.943,478,2.51
18070,BR,1097,2024-10-28,2025-03-06,Image Labelling,0.957,163,0.62
18071,NG,1118,2024-12-11,2025-03-19,Business Search,0.7,691,3.78
18072,BR,1077,2025-01-14,2025-02-22,Business Search,0.934,84,0.39
18073,BR,1047,2025-01-03,2025-04-22,Receipt Transcription,0.917,45,0.15
18074,BR,1110,2025-02-23,2025-03-18,Image Labelling,0.913,226,1.04
18075,US,1168,2024-09-26,2025-03-01,Business Search,1.0,111,0.44
18076,NG,1082,2024-11-20,2025-04-03,Image Labelling,0.983,144,0.5
18077,IN,1103,2024-12-26,2025-02-26,Receipt Transcription,0.87,134,0.4
18078,DE,1073,2025-01-21,2025-01-29,Receipt Transcription,0.993,141,0.72
18079,US,1054,2024-09-09,2025-01-27,Business Search,0.939,234,1.24
18080,IN,1060,2025-01-11,2025-02-23,Business Search,0.929,36,0.16
18081,UK,1001,2024-12-26,2025-02-10,Business Search,0.922,98,0.44
18082,DE,1115,2024-12-12,2025-02-27,Receipt Transcription,0.882,352,1.07
18083,IN,1001,2024-12-18,2025-04-06,Image Labelling,0.963,522,2.3
18084,BR,1075,2025-02-17,2025-02-23,Business Search,0.972,1026,5.56
18085,NG,1009,2024-10-21,2025-03-18,Image Labelling,0.945,106,0.57
18086,DE,1075,2025-04-13,2025-04-19,Receipt Transcription,0.966,731,3.69
18087,DE,1166,2025-02-27,2025-03-30,Business Search,0.893,71,0.27
18088,UK,1001,2025-02-06,2025-03-18,Business Search,0.923,1186,6.18
18089,DE,1120,2024-11-14,2025-04-15,Receipt Transcription,0.639,32,0.17
18090,US,1064,2024-10-14,2025-02-25,Image Labelling,0.922,283,1.34
18091,ZA,1193,2024-10-27,2025-02-13,Receipt Transcription,0.934,67,0.32
18092,IT,1080,2025-01-30,2025-04-04,Receipt Transcription,1.0,113,0.5
18093,US,1179,2024-10-25,2025-02-01,Receipt Transcription,0.934,44,0.13
18094,DE,1084,2025-02-25,2025-03-06,Receipt Transcription,0.977,213,0.9
18095,IT,1043,2024-09-19,2025-02-21,Image Labelling,0.934,307,1.56
18096,IT,1033,2024-12-21,2025-04-24,Image Labelling,1.0,171,0.67
18097,US,1072,2024-11-01,2025-03-01,Image Labelling,0.88,102,0.52
18098,ZA,1105,2024-10-01,2025-03-27,Receipt Transcription,0.955,138,0.39
18099,UK,1172,2024-11-17,2025-02-20,Image Labelling,0.937,415,1.47
18100,US,1159,2025-04-12,2025-04-25,Receipt Transcription,0.937,493,2.25
18101,US,1004,2025-01-02,2025-02-12,Image Labelling,0.943,86,0.28
18102,IT,1109,2025-03-21,2025-04-18,Image Labelling,0.94,146,0.55
18103,US,1190,2024-09-20,2025-03-08,Receipt Transcription,0.968,538,1.56
18104,US,1068,2025-02-12,2025-03-06,Image Labelling,0.961,89,0.37
18105,DE,1053,2025-03-27,2025-03-31,Business Search,0.944,69,0.26
18106,IN,1037,2024-12-12,2025-02-04,Business Search,0.968,71,0.25
18107,US,1136,2025-02-24,2025-03-17,Business Search,0.971,250,1.0
18108,UK,1060,2024-10-27,2025-02-15,Business Search,0.945,307,1.59
18109,DE,1094,2025-01-01,2025-02-10,Receipt Transcription,1.0,126,0.36
18110,US,1020,2024-11-15,2025-04-15,Image Labelling,0.974,342,1.78
18111,IT,1035,2025-04-01,2025-04-26,Image Labelling,0.982,140,0.4
18112,US,1000,2025-03-28,2025-04-24,Business Search,0.959,451,1.92
18113,US,1149,2024-12-22,2025-04-10,Image Labelling,0.949,379,1.53
18114,IT,1142,2025-04-05,2025-04-19,Receipt Transcription,0.903,107,0.54
18115,UK,1045,2025-04-11,2025-04-20,Image Labelling,0.967,717,3.87
18116,US,1064,2025-01-09,2025-02-11,Receipt Transcription,0.938,139,0.58
18117,DE,1005,2024-11-01,2025-02-03,Business Search,0.945,267,1.09
18118,BR,1167,2024-11-01,2025-02-07,Image Labelling,0.971,420,2.29
18119,IN,1162,2024-12-03,2025-02-10,Image Labelling,0.985,80,0.36
18120,NG,1080,2025-01-17,2025-04-11,Image Labelling,0.939,154,0.74
18121,BR,1188,2025-01-30,2025-04-21,Image Labelling,0.878,119,0.56
18122,ZA,1150,2024-12-07,2025-02-27,Receipt Transcription,0.978,453,1.77
18123,IN,1147,2024-12-14,2025-01-30,Receipt Transcription,0.986,172,0.73
18124,IN,1027,2025-01-24,2025-02-23,Image Labelling,0.97,786,4.0
18125,DE,1164,2025-01-20,2025-03-31,Image Labelling,0.929,148,0.43
18126,US,1134,2025-01-28,2025-04-21,Image Labelling,0.944,1209,4.75
18127,IN,1048,2024-09-18,2025-03-08,Receipt Transcription,0.952,465,1.54
18128,ZA,1023,2024-10-15,2025-02-26,Image Labelling,0.97,456,1.94
18129,DE,1079,2024-10-22,2025-03-26,Image Labelling,0.936,141,0.54
18130,IN,1012,2024-12-08,2025-02-15,Receipt Transcription,0.935,289,1.6
18131,DE,1091,2024-12-23,2025-04-05,Image Labelling,0.993,733,2.31
18132,DE,1134,2024-10-23,2025-03-05,Receipt Transcription,0.969,553,2.78
18133,DE,1014,2025-03-22,2025-04-24,Image Labelling,0.966,139,0.67
18134,IT,1086,2025-01-29,2025-04-21,Receipt Transcription,0.98,55,0.18
18135,DE,1150,2025-01-24,2025-03-27,Image Labelling,0.992,265,1.21
18136,IN,1123,2024-12-18,2025-03-26,Receipt Transcription,0.954,120,0.48
18137,BR,1068,2024-12-17,2025-02-07,Image Labelling,0.969,190,0.71
18138,BR,1090,2024-12-20,2025-02-21,Image Labelling,0.922,80,0.3
18139,UK,1059,2024-11-16,2025-04-14,Receipt Transcription,0.965,191,0.72
18140,BR,1009,2024-10-12,2025-02-28,Image Labelling,0.711,317,1.37
18141,UK,1050,2024-12-23,2025-03-06,Image Labelling,0.957,705,3.54
18142,UK,1063,2025-03-26,2025-04-12,Image Labelling,0.977,240,1.32
18143,IN,1105,2025-01-14,2025-03-06,Image Labelling,0.871,124,0.61
18144,UK,1198,2024-12-03,2025-04-13,Image Labelling,0.972,46,0.23
18145,US,1055,2024-09-19,2025-02-02,Receipt Transcription,0.914,835,3.81
18146,DE,1159,2025-01-31,2025-03-30,Receipt Transcription,0.934,412,1.2
18147,IN,1150,2024-08-16,2025-02-01,Receipt Transcription,0.956,1258,6.72
18148,UK,1181,2025-01-08,2025-04-08,Image Labelling,0.892,850,2.6
18149,IN,1090,2024-10-10,2025-03-17,Image Labelling,0.973,368,1.96
18150,IN,1084,2024-12-13,2025-03-18,Receipt Transcription,0.995,102,0.4
18151,IN,1106,2025-02-27,2025-03-01,Image Labelling,0.97,108,0.47
18152,BR,1197,2025-04-01,2025-04-18,Receipt Transcription,0.974,528,2.39
18153,DE,1188,2025-02-23,2025-03-13,Business Search,0.928,314,1.47
18154,US,1078,2024-10-13,2025-02-19,Image Labelling,0.924,58,0.32
18155,UK,1108,2024-11-08,2025-04-11,Image Labelling,0.919,130,0.62
18156,DE,1101,2025-01-18,2025-04-22,Business Search,0.913,55,0.26
18157,IN,1147,2024-09-17,2025-02-17,Business Search,0.97,216,0.71
18158,US,1180,2025-01-15,2025-03-22,Receipt Transcription,0.954,552,2.54
18159,UK,1142,2025-03-02,2025-03-20,Image Labelling,0.96,350,1.54
18160,IN,1028,2025-02-04,2025-03-22,Image Labelling,0.989,415,2.09
18161,IN,1069,2025-02-25,2025-03-18,Business Search,0.729,71,0.32
18162,IN,1079,2024-08-30,2025-02-05,Business Search,0.943,245,1.2
18163,NG,1064,2025-01-21,2025-03-05,Business Search,0.943,249,1.25
18164,IN,1189,2024-12-11,2025-04-25,Business Search,0.953,244,1.21
18165,IN,1197,2025-01-22,2025-02-03,Business Search,0.97,278,0.81
18166,DE,1015,2024-11-09,2025-03-28,Image Labelling,0.925,1044,3.83
18167,ZA,1053,2025-04-02,2025-04-17,Image Labelling,0.887,853,2.39
18168,IT,1096,2024-08-28,2025-02-14,Business Search,0.904,204,0.75
18169,UK,1006,2024-12-15,2025-04-09,Image Labelling,0.955,160,0.69
18170,UK,1059,2024-10-19,2025-02-17,Image Labelling,0.925,108,0.47
18171,IN,1009,2024-09-29,2025-01-29,Image Labelling,0.947,282,1.52
18172,BR,1052,2025-01-24,2025-03-14,Image Labelling,0.991,468,2.06
18173,US,1007,2025-01-11,2025-03-31,Business Search,1.0,205,0.81
18174,US,1125,2024-09-04,2025-02-13,Business Search,1.0,79,0.43
18175,BR,1084,2024-12-27,2025-02-02,Business Search,1.0,57,0.23
18176,BR,1089,2024-12-13,2025-03-17,Receipt Transcription,0.65,30,0.12
18177,UK,1036,2024-12-13,2025-02-09,Image Labelling,0.906,748,2.4
18178,DE,1131,2024-09-28,2025-02-12,Image Labelling,0.989,636,2.6
18179,IN,1083,2025-01-08,2025-03-31,Image Labelling,0.954,294,1.13
18180,UK,1103,2025-01-21,2025-03-23,Receipt Transcription,0.731,495,2.56
18181,BR,1022,2025-01-06,2025-04-22,Image Labelling,0.906,422,1.42
18182,US,1136,2025-02-06,2025-02-25,Receipt Transcription,0.934,88,0.34
18183,US,1165,2024-11-07,2025-02-15,Image Labelling,0.993,331,1.45
18184,UK,1044,2024-11-06,2025-03-27,Receipt Transcription,0.721,836,4.21
18185,UK,1172,2024-11-02,2025-04-24,Receipt Transcription,0.941,126,0.45
18186,US,1145,2024-10-16,2025-03-17,Image Labelling,0.94,409,1.48
18187,US,1045,2024-11-04,2025-02-22,Receipt Transcription,0.955,134,0.63
18188,IN,1001,2025-01-11,2025-04-18,Receipt Transcription,0.914,160,0.5
18189,US,1175,2025-01-22,2025-03-22,Image Labelling,0.609,287,0.8
18190,BR,1016,2024-11-21,2025-02-15,Image Labelling,0.939,143,0.45
18191,DE,1117,2025-01-01,2025-04-22,Receipt Transcription,0.972,304,1.3
18192,IN,1015,2025-01-28,2025-02-20,Image Labelling,0.918,91,0.36
18193,UK,1109,2024-12-08,2025-04-17,Business Search,0.94,687,2.52
18194,UK,1172,2025-02-07,2025-03-23,Image Labelling,0.952,342,1.29
18195,IT,1047,2025-02-21,2025-03-13,Image Labelling,0.92,360,1.22
18196,IT,1151,2025-02-08,2025-02-25,Business Search,0.936,275,1.39
18197,IN,1094,2024-12-11,2025-02-06,Receipt Transcription,0.916,410,1.32
18198,IN,1192,2024-12-23,2025-02-18,Receipt Transcription,0.928,606,2.58
18199,IN,1091,2024-11-14,2025-02-25,Receipt Transcription,0.972,356,1.7
18200,DE,1160,2024-12-01,2025-02-21,Image Labelling,0.929,190,0.61
18201,BR,1105,2024-09-21,2025-02-02,Receipt Transcription,0.77,366,1.16
18202,IN,1102,2025-03-17,2025-03-20,Image Labelling,0.931,724,3.1
18203,ZA,1131,2025-02-22,2025-03-10,Image Labelling,0.93,220,0.97
18204,NG,1000,2024-12-23,2025-02-05,Image Labelling,0.919,795,4.24
18205,US,1032,2025-03-02,2025-03-09,Image Labelling,0.936,386,1.64
18206,UK,1189,2025-01-05,2025-02-03,Image Labelling,0.962,46,0.18
18207,IT,1130,2024-12-11,2025-04-20,Image Labelling,0.979,73,0.23
18208,IN,1100,2024-09-29,2025-02-19,Image Labelling,0.929,318,1.47
18209,IT,1044,2024-12-17,2025-04-02,Image Labelling,0.912,243,1.08
18210,IN,1020,2024-11-08,2025-02-18,Receipt Transcription,0.887,30,0.12
18211,UK,1191,2024-11-18,2025-03-10,Image Labelling,0.929,132,0.47
18212,US,1072,2024-11-27,2025-04-20,Image Labelling,0.92,511,2.06
18213,US,1056,2024-11-15,2025-04-15,Image Labelling,0.982,525,1.99
18214,IT,1167,2025-02-05,2025-04-07,Image Labelling,0.987,112,0.34
18215,IN,1061,2025-01-24,2025-04-08,Business Search,0.927,113,0.36
18216,UK,1170,2024-11-17,2025-04-11,Receipt Transcription,0.98,55,0.17
18217,IN,1120,2025-02-25,2025-04-03,Receipt Transcription,0.931,265,0.9
18218,US,1173,2024-10-30,2025-04-17,Image Labelling,0.936,61,0.25
18219,US,1199,2024-09-30,2025-02-27,Business Search,0.887,101,0.31
18220,IN,1023,2024-12-26,2025-03-15,Image Labelling,0.92,509,1.55
18221,DE,1151,2024-12-24,2025-03-26,Image Labelling,0.92,1031,5.64
18222,IN,1137,2024-11-27,2025-02-13,Image Labelling,0.934,735,2.16
18223,NG,1098,2025-01-31,2025-03-13,Image Labelling,0.99,36,0.13
18224,BR,1067,2024-12-26,2025-02-07,Image Labelling,0.948,480,1.53
18225,US,1056,2025-01-28,2025-03-23,Receipt Transcription,0.935,78,0.39
18226,DE,1171,2024-11-23,2025-02-04,Image Labelling,0.981,83,0.35
18227,IN,1074,2024-10-04,2025-03-13,Image Labelling,0.992,1154,3.78
18228,IN,1106,2025-01-04,2025-03-09,Image Labelling,0.979,881,3.35
18229,IN,1047,2024-10-28,2025-02-06,Image Labelling,0.946,49,0.19
18230,UK,1076,2025-02-20,2025-03-07,Business Search,0.944,171,0.74
18231,US,1154,2025-01-19,2025-03-29,Image Labelling,0.916,189,0.98
18232,IT,1029,2025-01-04,2025-03-21,Receipt Transcription,0.939,186,0.98
18233,IN,1045,2024-12-09,2025-03-09,Receipt Transcription,0.964,88,0.41
18234,UK,1139,2024-12-07,2025-02-28,Business Search,0.97,1286,4.95
18235,US,1119,2024-10-06,2025-02-01,Receipt Transcription,0.952,609,3.06
18236,IN,1059,2024-11-21,2025-04-23,Image Labelling,0.955,683,2.52
18237,UK,1146,2024-11-11,2025-03-04,Receipt Transcription,0.978,247,1.37
18238,US,1103,2024-12-26,2025-03-05,Image Labelling,0.919,631,2.85
18239,US,1067,2024-09-21,2025-02-07,Image Labelling,0.958,149,0.43
18240,UK,1181,2024-11-12,2025-03-15,Receipt Transcription,0.934,1190,3.62
18241,IT,1161,2024-12-22,2025-04-25,Business Search,0.979,222,0.79
18242,DE,1117,2024-09-30,2025-02-18,Receipt Transcription,0.936,659,2.84
18243,US,1123,2025-02-05,2025-02-24,Business Search,0.872,374,2.01
18244,US,1116,2024-12-14,2025-02-17,Business Search,0.922,59,0.3
18245,UK,1006,2025-03-15,2025-04-14,Business Search,0.904,118,0.38
18246,IN,1081,2024-10-22,2025-03-10,Receipt Transcription,0.945,80,0.23
18247,US,1169,2024-12-30,2025-04-11,Image Labelling,0.984,1195,4.24
18248,IT,1195,2024-10-17,2025-04-13,Image Labelling,0.98,843,4.59
18249,US,1052,2024-12-03,2025-04-04,Receipt Transcription,0.928,345,1.04
18250,UK,1135,2025-02-06,2025-02-19,Image Labelling,0.963,560,2.29
18251,US,1149,2024-12-10,2025-01-30,Business Search,0.954,1149,3.87
18252,US,1025,2024-08-26,2025-02-08,Image Labelling,0.951,236,0.98
18253,IN,1190,2024-10-05,2025-03-30,Receipt Transcription,0.926,30,0.14
18254,DE,1173,2025-02-22,2025-04-03,Image Labelling,0.949,361,1.9
18255,NG,1116,2025-01-07,2025-04-05,Business Search,0.892,164,0.5
18256,US,1080,2024-12-13,2025-02-17,Image Labelling,0.933,199,1.05
18257,US,1171,2025-01-03,2025-02-09,Image Labelling,1.0,56,0.22
18258,UK,1189,2025-02-13,2025-04-20,Receipt Transcription,0.97,135,0.48
18259,IN,1163,2025-01-09,2025-03-27,Image Labelling,0.966,32,0.17
18260,UK,1040,2024-12-04,2025-04-03,Receipt Transcription,0.903,78,0.23
18261,DE,1110,2024-11-06,2025-02-04,Image Labelling,0.964,37,0.18
18262,UK,1081,2024-10-07,2025-03-05,Business Search,0.947,214,0.72
18263,US,1154,2024-08-16,2025-02-01,Receipt Transcription,0.94,694,3.11
18264,BR,1069,2025-01-18,2025-03-27,Image Labelling,0.917,809,2.95
